MMV name	SMILES	"Pbluc (Single Point Inhibition, %)"	"HepG2tox (Single Point Inhibition, %)"	IC50 PbLuc  2nd Round Average (CDD Vault)	IC90 PbLuc  2nd Round Average (CDD Vault)	 Hill slope PbLuc 2nd Round (CDD Vault)	R squared PbLuc 2nd Round (CDD Vault)	CC50 HepG2tox 2nd Round average (CDD Vault)	CC90 HepG2tox 2nd Round average (CDD Vault)	 Hill slope HepG2tox 2nd Round (CDD Vault)	R squared HepG2tox 2nd Round (CDD Vault)	IC50 FfLuc 2nd round (CDD Vault)	IC90 FfLuc 2nd round (CDD Vault)	 Hill slope FfLuc 2nd Round (CDD Vault)	R squared FfLuc 2nd Round (CDD Vault)
 MMV1333954	CC(C)(C)C1=CC=C(C=C1)C1=NN=C(SCC(=O)NC2=C(C=CS2)C(N)=O)N1C1CCCC1	84.4		4.92	> 10.0	1.93	0.568	> 10.0	> 10.0	"7.51, 0.572"	"0.693, 0.490"	> 10.0	> 10.0		
 MMV1333982	CC(C)OCCCNCC(O)COCC1=C(Cl)C=CC=C1	89.6		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334055	CCCCCCCCCONC(=O)NC1=CC=C(C=C1)[N+]([O-])=O	84.4		6.31	> 10.0	3	0.451	> 10.0	> 10.0			9.97	> 10.0	17.3	0.0693
 MMV1334257	CCOC(=O)C1=C(CSC2=NN=C(N2C2=CC=C(CC)C=C2)C2=CC=NC=C2)C(C#N)=C(N)S1	84.4		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334289	CC1=C(C)C2=C(N=C(N=C2S1)C1=CC=CN=C1)N1CCN(CC1)S(=O)(=O)\C=C\C1=CC=CC=C1	84.4		8.64	> 10.0	11.2	0.469	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334302	CC1=CC=C(C=C1S(=O)(=O)N1CCOCC1)C(=O)NC1=NC(=CS1)C1=CC=CC=N1	84.4		7.83	9.81	9.71	0.0304	> 10.0	> 10.0	1.67	0.851	> 10.0	> 10.0		
 MMV1334312	COC1=CC=CC=C1N1C(=O)C2=CC=CC=C2N=C1SCC1=CC(=O)OC2=C(C)C(C)=CC=C12	89.6		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334346	ClC1=CC=C(C=C1)C(=O)N1CCCC(C1)C(=O)NC1=NC(=CS1)C1=CC=CC=N1	89.6		> 10.0	> 10.0			> 10.0	> 10.0	0.153	0.318	> 10.0	> 10.0	0.539	0.289
 MMV1334352	CCC1=CC=C(NC(=O)CN(C2=C3C=CC=CC3=CC=C2)S(=O)(=O)C2=CC=C(C)C(C)=C2)C=C1	89.6		> 10.0	> 10.0			> 10.0	> 10.0			4.66	> 10.0	1.69	0.486
 MMV1334353	O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=NC(=CS1)C1=CC=CC=N1	94.8		9.2	> 10.0	13.5	0.18	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334539	CC1=NN=NN1\C(=C/C1=CC=CC=C1)C(=O)N(CC=C)C1=NC(=CS1)C1=CC=CC=C1	94.8		4.16	5.715	"6.74, 7.08"	"0.881, 0.796"	9.52	> 10.0	12.1	0.931	> 10.0	> 10.0		
 MMV1334621	OC(=O)C1=CC=C(C=C1)N=C1C=C(NS(=O)(=O)C2=CC=C(Cl)C=C2)C2=C(C=CC=C2)C1=O	84.4		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334705	COC1=CC=C(C=C1)N(CC1=C(C#N)C(C)=NN1C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1	84.4		9.18	> 10.0	10	0.432	> 10.0	> 10.0	7.62	0.552	> 10.0	> 10.0		
 MMV1334748	COC(=O)C1=CC=C(CSC2=NN=C(NC(=O)C3=CC=CC=C3[N+]([O-])=O)S2)C=C1	84.4		0.0187	0.0537	2.08	0.667	> 10.0	> 10.0			4.87	8.78	3.72	0.492
 MMV1334750	CC1(NC(=O)N(NC(=O)C2=CC=C(C=C2)C2=CC=CC=C2)C1=O)C1=CC=CC=C1	84.4		6.98	> 10.0	2.29	0.368	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1334769	NC1=C(C=C(C(=O)C2=CC=C(C=C2)[N+]([O-])=O)C2=NC3=CC=CC=C3N12)C#N	84.4		9.24	> 10.0	1.76	0.097	> 10.0	> 10.0	7.9	0.276	> 10.0	> 10.0		
 MMV1334771	CN1N=C(SCC(=O)NN)C(=O)N(C)C1=O	89.6		2.84	3.54	9.87	0.424	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1335002	CN1C(=CC2=C1N=C1C=CC=CN1C2=O)C(=O)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	94.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1335032	CC1=CC(C)=C(C(=O)CSC2=CC(C)=C3C=CC=C(C)C3=N2)C(C)=C1	84.4		> 10.0	> 10.0			> 10.0	> 10.0	2.16	0.191	5.83	> 10.0	3.04	0.417
 MMV1335034	NC(=O)C1=CC(=CC=C1OCC1=NC2=CC=CC=C2S1)S(=O)(=O)N1CCCC1	89.6		7.99	> 10.0	3.01	0.0562	> 10.0	> 10.0	0.311	0.0458	> 10.0	> 10.0		
 MMV1335042	CCOC(=O)C1=CC(=CC(NC(=O)C2=CC=C(Cl)C(=C2)S(=O)(=O)N(CC2=CC=CC=C2)C2=CC=CC=C2OC)=C1)C(=O)OCC	84.4		> 10.0	> 10.0			> 10.0	> 10.0			5.83	> 10.0	3.02	0.375
 MMV1335398	NS(=O)(=O)C1=CC=C(C=C1)N1N=CC(NC2=CC=C(F)C=C2)=C(Cl)C1=O	93.8		> 10.0	> 10.0	7.27	0.0377	> 10.0	> 10.0	0.263	0.596	> 10.0	> 10.0		
 MMV1335945	[O-][N+](=O)C1=CC=C(C=C1)C(=C\C1=CN(CC2=CC=CC=C2)N=C1C1=CC=CN=C1)\C#N	87.5		0.786	1.6255	"2.56, 5.63"	"0.333, 0.631"	2.92	> 10.0	"1.07, 1.17"	"0.939, 0.612"	> 10.0	> 10.0	16.2	0.122
 MMV1336109	FC1=CC=C(NC(=O)COC(=O)C2=CC=C(C=C2)N2N=CC(Cl)=C(Cl)C2=O)C=C1	87.5		> 10.0	> 10.0			> 10.0	> 10.0			9.59	> 10.0	10.7	0.0416
 MMV1336233	CC(=O)N1CCC(CC1)C(=O)NC1=CC(=CC=C1NC1CCCCC1)C(F)(F)F	87.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1336653	CCCCOC1=CC=C(C=C1OCC)C(=O)NC1=CC=C(C=C1)N(C(C)C)C1=CC=CC=C1	88.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1336716	CC1=C(CN2CCN(CC2)C2=CC=C(C=C2Cl)[N+]([O-])=O)N2C=C(C)C=CC2=N1	88.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1336780	COC(=O)C1=CC=C2C(=O)N=C(CSC3=NN=C(C4=CC=CC=C4)C(=N3)C3=CC=CC=C3)NC2=C1	88.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1336800	CC(=C)C1CC=C(C)\C(C1)=N/NC(=O)C(=O)N\N=C1\CC(CC=C1C)C(C)=C	88.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1336801	COC1=CC=CC=C1NCC(=O)N\N=C\C1=C2C(=CC(=CC=C2C)C(C)C)C(C)=C1	88.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1336916	CCS(=O)(=O)N1CCC(CC1)(C(=O)NC1=NN=C(O1)C1=CC=CC(=C1)[N+]([O-])=O)C1=CC=CC=C1	88.7		3.53	4.58	8.45	0.439	9.88	> 10.0	"16.8, 22.3"	"0.565, 0.956"	> 10.0	> 10.0		
 MMV1337088	CCN(CC)C1=CC=C(\C=N\NC(=S)NCC2CCCO2)C(O)=C1	83.0		8.89	> 10.0	15.6	0.223	9.82	> 10.0	"16.0, 27.0"	"0.190, 0.836"	> 10.0	> 10.0		
 MMV1337312	FC(F)(F)C1=CC(NC(=O)CN2CCN(CC(=O)N(CC3=CC=CC=C3)CC3=CC=CC=C3)CC2)=CC=C1Cl	88.7		9.55	> 10.0	18.3	0.38	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1337566	CCOC1=CC=C(C=C1)C1=C(C)SC(NC(=O)C2=CC=C(OC)C(=C2)S(=O)(=O)N(C)OC)=N1	88.7		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1337745	ClC1=C(NCCCC2=CC=CC=C2)C=NNC1=O	83.0		8.32	> 10.0	2.78	0.0147	6.58	> 10.0	"3.21, 1.90"	"0.492, 0.980"	> 10.0	> 10.0		
 MMV1337809	CCC1=CC=C(CN(C)C(=O)C2=CC=CC(=C2)S(=O)(=O)NC2=CC=CC=C2OC)C=C1	83.0		> 10.0	> 10.0			> 10.0	> 10.0	2.04	0.142	> 10.0	> 10.0		
 MMV1337832	COC1=CC=CC(\C=C\C(=O)NC2CCCC3=CC=CC=C23)=C1OC(F)F	94.3		> 10.0	> 10.0	2.15	0.14	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338005	ClC1=CC=C(NS(=O)(=O)C2=C(C=CC(NC(=S)NC3=CC=C(OC4=CC=CC=C4)C=C3)=C2)N2CCCCC2)C=C1	83.0		> 10.0	> 10.0	13.4	0.215	> 10.0	> 10.0			> 10.0	> 10.0	10.3	0.0303
 MMV1338064	FC(F)OC1=C(Cl)C=C(NS(=O)(=O)C2=CC(Cl)=C(Cl)C=C2)C=C1	83.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338114	CCOC1=CC=C(C=C1)S(=O)(=O)\N=C1/C=C2N(CCO)CCOC2(O)C2=CC=CC=C12	88.7		7.21	> 10.0	3.7	0.815	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338184	CCOC1=CC=CC=C1NC(=O)COC(=O)C1=CC(=CC=C1C)S(=O)(=O)NC1=CC=CC(C)=C1	83.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338321	COC1=CC(=CC(OC)=C1OC)C(=O)C1=C(N)C(=CN2C3=CC=CC=C3N=C12)C#N	83.2		0.237	1.04	1.49	0.764	0.306	2.205	"1.34, 0.970"	"0.842, 0.883"	> 10.0	> 10.0		
 MMV1338499	CC(C1CC1)N1N=CC=C1NC(=O)C1=CC(=CC=C1)S(=O)(=O)N(CC=C)C1=CC=CC=C1	83.2		> 10.0	> 10.0	1.26	0.254	> 10.0	> 10.0	0.485	0.701	> 10.0	> 10.0		
 MMV1338530	CC1=CC=C2C(C)=CC(SC3=NC4=CC=CC=C4S3)=NC2=C1	94.4		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338552	CC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NNS(=O)(=O)C2=CC=CC(=C2)[N+]([O-])=O)C=C1	83.2		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338582	NS(=O)(=O)C1=CC(=CC=C1Cl)C(=O)OCC(=O)NC1=CC=C(OC(F)F)C=C1	83.2		6.64	> 10.0	2.5	0.514	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338617	CC(NC(=O)CN1CCN(CC1)S(=O)(=O)C1=CC=C(Cl)S1)(C#N)C1CC1	83.2		9.26	> 10.0	12.5	0.341	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338799	CC1=C(COC2=CC=C(C=C2)C(=O)OCC(=O)NCCC2=CCCCC2)C(C)=NO1	88.8		4.45	8.4	3.46	0.677	> 10.0	> 10.0	9.34	0.702	> 10.0	> 10.0		
 MMV1338869	COC1=CC=C(OC)C(NC(=O)C2=CC=C(NC3=C(Cl)C(=O)N(C4CCCCC4)C3=O)C=C2)=C1	88.8		3.21	8.05	2.39	0.579	6.05	> 10.0	3.19	0.935	> 10.0	> 10.0		
 MMV1338899	CC1=CC(=CC(C)=C1)N(C1CS(=O)(=O)C=C1)C(=O)C12CC3CC(CC(C3)C1)C2	83.2		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1338951	CCCC1=CC=C(C=C1)C(=O)C(C)SC1=NN=C(O1)C1=CC=C(OC(F)F)C=C1	83.2		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339132	CC(C)C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NNC(=O)C2=CC=CC=C2OCC2=CC=C(Cl)C=C2)C=C1	94.4		8.49	> 10.0	10.9	0.175	> 10.0	> 10.0			7	> 10.0	4.22	0.402
 MMV1339175	COC(=O)C(C(=O)CSC1=NN=C(N1C)C1=CC=C(C=C1)C(C)(C)C)=C1NC2=CC=CC=C2N1	83.2		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339226	CC(\C(=N\O)C1=CC=CO1)[N+](\[O-])=C(/C)C1=CC=CS1	100.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339227	CCOC1=CC(\C=C\C(=O)N(C2=NC(=CS2)C2=CC=C(F)C=C2)C2=CC=CC=C2)=CC(Cl)=C1OC	94.4		> 10.0	> 10.0			> 10.0	> 10.0			4.08	5	10.9	0.679
 MMV1339256	CC1=CC(=NO1)N1C(C)=CC(\C=C2/S\C(NC2=O)=N/C2CCCC2)=C1C	94.4		5.21	> 10.0	2.3	0.376	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339571	CCOC1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)OC2=CC=CC=C2C(N)=O)C=C1	83.2		2.85	3.39	12.7	0.259	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339577	CC1CCC2=C(C1)C=C(S2)C(=O)OCC(=O)NCCN1C(=O)CSC1=S	83.2		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339579	CN1CCN(CC1)S(=O)(=O)C1=CC=C(N=C1)N1CCC(CC1)C1=NC2=CC=CC=C2S1	94.4		9.47	> 10.0	13.7	0.493	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339616	O=C(CN1C=NC2=C(C=C(S2)C2=CC=CC=C2)C1=O)NC1=NC(CN2CCCCC2)=CS1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339617	OC(=O)CNC(=O)\C=C\C1=CC=CC=C1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339661	CC1(NC(=O)N(CC(=O)C2=CN(CCC#N)C3=CC=CC=C23)C1=O)C1=CC(F)=CC=C1F	92.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1339968	CC1=C(C)N(C2CCCCC2)C(SCC(=O)NCCN2C(=O)CSC2=O)=N1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340011	FC(F)(F)C1=CN=C(N2CCC(CC2)C(=O)NC2=NC3=CC=CC=C3N2)C(Cl)=C1	92.5		3.29	3.95	12.1	0.351	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340301	CC(C)(C)C1=CC=C(CN2C(=O)CS\C2=C/C(=O)C2=CC=C(C=C2)C(C)(C)C)C=C1	85.0		1.59	> 10.0	1.17	0.615	> 10.0	> 10.0			4.52	> 10.0	1.26	0.691
 MMV1340365	CCC1=CC=CC=C1NC1=NC(N)=NC(CN2CCN(CC2)S(=O)(=O)CC2=CC=CC=C2)=N1	92.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340632	CC1=C(OC2=CC=C(F)C=C12)C(=O)NC1=CC=C(C=C1N1CCOCC1)N1CCOCC1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340633	CC1=CC=CN2C=C(CN3CCN(CC3)S(=O)(=O)C3=CC=C(Cl)C(=C3)C(F)(F)F)N=C12	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340645	COC1=CC=C(Cl)C=C1NC(=O)CN(C)C(=O)C1=C2C=NN(C(C)C)C2=NC(=C1)C1=CC=CC=C1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340647	CC1=CC=CC=C1OCCCN1C(CCCNC(=O)C2=CC=CO2)=NC2=CC=CC=C12	92.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340648	CCCCN1N=C(C(=O)NC(C2=CC=CC=C2)C2=CC=C(OC)C=C2)C2=CC=CC=C2C1=O	100.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340670	CN1\C(=C/C(=O)COC(=O)C2=C(Cl)N(CC3=CC=C(C)C=C3)N=C2C)C(C)(C)C2=CC=CC=C12	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340692	COC1=CC2=C(OC(C)C2)C=C1\C=C\C(=O)N(CC1CCCO1)CC1=NC(=O)C2=CC=CC=C2N1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340715	COC1=CC(=CC(OC)=C1)C1C(NC(=O)C2=CC=CC=C2)C(=O)NC2=C1C(C)=NN2C1=CC=CC=C1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1340885	CC1=C(C)C2=C(N=CN=C2S1)N1CCC(CC1)C(=O)NC1=NN=C(O1)C1=CC=CC(=C1)[N+]([O-])=O	92.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341214	CN1CCN(CC1)C1=CC=CC=C1NC(=O)C1=NN(N=C1C)C1=CC=C(C)C=C1C	86.0		> 10.0	> 10.0			> 10.0	> 10.0	0.399	0.0602	> 10.0	> 10.0		
 MMV1341296	O=C(NCCC1=CNC2=CC=CC=C12)C1=CC=C2C(=O)OC(CC2=C1)C1=CC=CC=C1	86.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341348	FC(F)(F)OC1=CC=C(NC(=O)CN2CCN(CC3=CC=C(C=C3)N3C=CC=N3)CC2)C=C1	90.7		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341491	CC1=C(C(=O)N2CCN(CC2)C2=CC=C(F)C=C2)C2=C(O1)C(=O)C1=C(C=CC=C1)C2=O	95.3		4.13	> 10.0	2.38	0.395	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341540	CC1=NN=NN1\C(=C/C1=CC=CC=C1)C(=O)N1CCCC1C1=NC2=CC=CC=C2S1	90.7		9.46	> 10.0	18.2	0.211	> 10.0	> 10.0	10.1	0.585	> 10.0	> 10.0		
 MMV1341580	CC1=CC=CC2=NC(CSC(=S)NCC3=CN=CC=C3)=CN12	90.7		9.61	> 10.0	13	0.345	> 10.0	> 10.0	3.71	0.958	> 10.0	> 10.0		
 MMV1341591	CCOC1=CC(\C=C(\C(=O)NCC2=CC=C(Cl)C=C2)C2=NC3=CC=CC=C3N2)=CC=C1OC	90.7		> 10.0	> 10.0	0.685	0.126	> 10.0	> 10.0	5.77	0.35	> 10.0	> 10.0		
 MMV1341613	CC1=C(C(=O)N2CCN(CCO)CC2)C2=C(O1)C(=O)C1=C(C=CC=C1)C2=O	86.0		8.15	> 10.0	0.243	0.141	> 10.0	> 10.0	0.333	0.261	> 10.0	> 10.0		
 MMV1341652	COC1=CC=CC(=C1)C(N1CCOCC1)C1=C(N(O)C2=CC=CC=C12)C1=CC=CC=C1	86.0		> 10.0	> 10.0			> 10.0	> 10.0			1.87	1.9	161	0.573
 MMV1341657	CCOC(=O)C1=C(C)OC2=C1C=C(OS(=O)(=O)C1=CC=C(NC(C)=O)C=C1)C1=CC=CC=C21	86.0		5.05	9.89	3.26	0.643	8.08	> 10.0	2.44	0.99	> 10.0	> 10.0		
 MMV1341706	CC(N(C)CC1=CC=CC(Cl)=C1Cl)C(=O)NC1=CC=CC(=C1)S(=O)(=O)N1CCOCC1	86.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341726	CN1CCN(CC1)\N=C\C1=C(N(C2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1	86.0		9.13	> 10.0	15.1	0.218	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341746	CN1C2=CC=CC=C2C(C)(C)\C1=C\C(=O)COC(=O)C1=C(C)C2=C(S1)N=C1CCCN1C2=O	86.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341808	C(N1CCC(CC1)NC1=C2C(SC=C2C2=CC=CC=C2)=NC(=N1)C1=CC=CC=N1)C1=CC=CC=C1	84.3		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341846	CC1=CC=C(N2C(=O)C3=C(SC4=C3CCCC4)N=C2SCC(=O)NCCN2C(=O)S\C(=C/C3=CC=C(C=C3)C(C)(C)C)C2=O)C(C)=C1	84.3		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341856	CCC(C)C1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C(C)C(=O)N1C(C)CC2=CC=CC=C12	86.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341877	FC1=CC=CC=C1N1CC(CC1=O)C(=O)N1CCN(CC1)C1=CC=C(C=N1)C(F)(F)F	86.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341969	CC1=CC(\C=C\C(=O)NC2=NC=CS2)=C(C)N1C1=CC=CC=C1	86.0		0.681	3.27	1.4	0.69	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341972	CN(C)C1=CC=C(C=C1)C(N1CCCCC1)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	86.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1341981	COC1=C(NC(=O)C2=C(O)C(CN3CCN(CC3)C3=CC=CC=C3)=C3C=CC=CC3=C2)C=CC=C1	84.3		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342028	CC(=O)OC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)OCC(=O)NC1=C(C=CS1)C(N)=O	89.5		5.01	> 10.0	2.77	0.661	8.64	> 10.0	11.3	0.976	> 10.0	> 10.0		
 MMV1342041	CC1(CCS(=O)(=O)C1)NC(=O)COC(=O)C1=CC2=C(OCO2)C(Cl)=C1	94.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342146	CC(OC1=CC=C2C(OC(C)=C(C2=O)C2=CC=CC=C2)=C1)C(=O)NC1=CC=CC(=C1)[N+]([O-])=O	87.8		8.01	> 10.0	8	0.308	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342194	CC1=C(SC2=C1C(=O)N1CCCC1=N2)C(=O)OCC(=O)C1=CC=C(OC(F)F)C=C1	84.3		7.97	9.86	10.3	0.714	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342222	CC(C)C1=CC(Cl)=C(C)C=C1OCC(=O)\N=C1\SC=CN1C	87.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342236	CCOC(=O)NC1=CC=C2C(CN3C=NC4=C(C5=C(CCC5)S4)C3=O)=CC(=O)OC2=C1	87.8		> 10.0	> 10.0			> 10.0	> 10.0			3.36	3.93	14	0.282
 MMV1342391	CCOC(=O)C1=C(C)NC(C(=O)C(C)OC(=O)C2=NNC(=O)C3=CC=CC=C23)=C1C	89.2		> 10.0	> 10.0			> 10.0	> 10.0	1.25	0.561	> 10.0	> 10.0		
 MMV1342441	FC(F)OC1=C(\C=N\N2\C(SC=C2C2=CC3=C(OCCO3)C=C2)=N\CC2CCCO2)C=CC=C1	84.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342458	CC(C)C1=CC(NC2=NC(=O)S\C2=C/C2=CC=CC=C2OCC(=O)NC2=CC=C(Cl)C=C2)=C(C)C=C1O	85.9		8.43	9.08	29.3	0.485	> 10.0	> 10.0			6.8	> 10.0	1.8	0.548
 MMV1342494	COC(=O)C1=C(COC(=O)\C=C\C2=CC=C(OCC#N)C(OC)=C2)N=C2C=CC=CC2=C1C1=CC=CC=C1	84.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342502	CC(C)C1=CC(NC2=NC(=O)S\C2=C/C2=CC(Cl)=CC=C2OCC(=O)NC2=CC=C(Cl)C=C2)=C(C)C=C1O	83.8		2.98	3.24	25.7	0.394	9.09	> 10.0	10	0.771	1.25	4.08	1.85	0.817
 MMV1342560	O=C(COC(=O)C1=CN(N=C1C1=CC=CS1)C1=CC=CC=C1)NC1=NN=C(O1)C1=CC=CC=C1	84.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342637	CC1=CC(N)=C(N)C=C1C	84.8		0.577	6.18	0.927	0.706	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342673	BrC1=CC=C(NC(=O)CC2S\C(=N/N=C3NC(=O)CS3)N(CC3=CC=CO3)C2=O)C=C1	91.3		5.04	> 10.0	0.95	0.607	8.59	> 10.0	1.67	0.878	> 10.0	> 10.0		
 MMV1342739	COC1=CC=C(\C=C\C(=O)N2CCCC2C2=CC=CS2)C=C1S(=O)(=O)N1CCCCC1	90.3		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342786	CCOC(=O)C1=C(NC(=O)C(C)N(C)CC(=O)NC2=CC(C)=CC=C2C)SC2=C1CCC(C)C2	87.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1342824	CC(C)CN1N=C(C)C(\C=C\C(=O)NC2=CC=C(C)C=C2)=C1Cl	84.8		> 10.0	> 10.0			> 10.0	> 10.0	7.42	0.403	> 10.0	> 10.0		
 MMV1343015	O=C(NC1=NC(=CS1)C1=CC=C2CCCC2=C1)C1=CC=C(CSC2=NN=CN2)C=C1	85.9		6.58	> 10.0	3.67	0.0328	9.94	> 10.0	14.2	0.936	> 10.0	> 10.0		
 MMV1343075	CCOC1=CC(\C=C(/C#N)C(=O)C2=CC=CC(OC)=C2)=CC(Cl)=C1O	88.1		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1343083	CC1=CC=C(CN2C=CS\C2=N\C(=O)COC(=O)CCN2C(=O)C3CC=CCC3C2=O)C=C1	91.3		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1343089	COC1=C(OC)C=C(CC2=NC(OC3=C(OC)C=C(C=C3)C(C)=O)=C3C(SC4=C3CCC4)=N2)C=C1	89.2		4.61	> 10.0	2.45	0.768	10	> 10.0	23.6	0.901	> 10.0	> 10.0		
 MMV1343110	CCCC1(CCC)NC(=O)N(CC(=O)\N=C2/SC3=CC=CC=C3N2C)C1=O	83.8		4.54	> 10.0	1.78	0.281	7.39	> 10.0	1.17	0.854	> 10.0	> 10.0		
